,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
17440,20071600260024,ASP,2020-07-03,RES,blank,1973/11,2.55,0,149,0,17114,blank,FR:305 SF / ,5739713,20071600260024,B,14.0,blank,blank,PINE TREE BLDG,松林大廈,blank,blank,HILLWOOD RD,山林道,25,27,KTST,KIL9700 / KIL9875,|PINE TREE BLDG松林大廈|Phase |Block ,山林道PINE TREE BLDG松林大廈|Phase|Block,山林道PINE TREE BLDG松林大廈|Phase|Block|14|B,尖沙咀,1973,47,PINE TREE BLDG松林大廈,25-27 HILLWOOD RD|山林道,25-27 HILLWOOD RD,25-27 山林道,"松林大廈,山林道","PINE TREE BLDG,HILLWOOD RD","PINE TREE BLDG,HILLWOOD RD|松林大廈,山林道",HILLWOOD RDblankPINE TREE BLDG松林大廈|Phaseblank|Blockblank|14|Bconsid2.55,14,中,低層,西北,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16978,19053100560013,ASP,2019-05-03,RES,blank,1960/05,12.0,0,995,0,12060,blank,blank,5557125,19053100560013,D,6.0,blank,blank,HANYEE BLDG,漢宜大廈,blank,blank,HANKOW RD,漢口道,19,21,KTST,KIL9625,|HANYEE BLDG漢宜大廈|Phase |Block ,漢口道HANYEE BLDG漢宜大廈|Phase|Block,漢口道HANYEE BLDG漢宜大廈|Phase|Block|6|D,尖沙咀,1960,60,HANYEE BLDG漢宜大廈,19-21 HANKOW RD|漢口道,19-21 HANKOW RD,19-21 漢口道,"漢宜大廈,漢口道","HANYEE BLDG,HANKOW RD","HANYEE BLDG,HANKOW RD|漢宜大廈,漢口道",HANKOW RDblankHANYEE BLDG漢宜大廈|Phaseblank|Blockblank|6|Dconsid12.0,6,高,中層,西北,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16858,19040200450094,ASP,2019-03-15,RES,blank,2004/10,12.0,711,535,16878,22430,blank,BW:24 SF (GI/NE) / ,5519151,19040200450094,F,25.0,blank,blank,KIMBERLEY 26,金巴利道26號,blank,blank,KIMBERLEY RD,金巴利道,26,blank,KTST,KIL11147,|KIMBERLEY 26金巴利道26號|Phase |Block ,金巴利道KIMBERLEY 26金巴利道26號|Phase|Block,金巴利道KIMBERLEY 26金巴利道26號|Phase|Block|25|F,尖沙咀,2004,16,KIMBERLEY 26金巴利道26號,26 KIMBERLEY RD|金巴利道,26 KIMBERLEY RD,26 金巴利道,"金巴利道26號,金巴利道","KIMBERLEY 26,KIMBERLEY RD","KIMBERLEY 26,KIMBERLEY RD|金巴利道26號,金巴利道",KIMBERLEY RDblankKIMBERLEY 26金巴利道26號|Phaseblank|Blockblank|25|Fconsid12.0,25,很低,高層,西南,沒資料,基本,單位實用四正 交通方便 配套完善
17077,19080101330072,ASP,2019-07-16,RES,blank,2002/05,12.0211,484,363,24837,33116,G/L:NON PRIVATE-RES; SERVICE APT                                                ,BW:23 SF (GE/NE) / ,5590953,19080101330072,E,6.0,blank,blank,HARBOUR PINNACLE,凱譽,blank,blank,MINDEN AVE,棉登徑,8,blank,KTST,KIL11081,|HARBOUR PINNACLE凱譽|Phase |Block ,棉登徑HARBOUR PINNACLE凱譽|Phase|Block,棉登徑HARBOUR PINNACLE凱譽|Phase|Block|6|E,尖沙咀,2002,18,HARBOUR PINNACLE凱譽,8 MINDEN AVE|棉登徑,8 MINDEN AVE,8 棉登徑,"凱譽,棉登徑","HARBOUR PINNACLE,MINDEN AVE","HARBOUR PINNACLE,MINDEN AVE|凱譽,棉登徑",MINDEN AVEblankHARBOUR PINNACLE凱譽|Phaseblank|Blockblank|6|Econsid12.0211,6,很低,中層,西,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17066,19072500210146,ASP,2019-07-17,RES,blank,2002/09,12.28,782,558,15703,22007,blank,BW:39 SF (GE/NE) / PF:14 SF (GE/NE) / ,5586987,19072500210146,F,22.0,3,blank,blank,blank,THE VICTORIA TOWERS,港景峰,CANTON RD,廣東道,188,blank,KTST,KIL11086RP,THE VICTORIA TOWERS||Phase |Block 3,廣東道THE VICTORIA TOWERS|Phase|Block3,廣東道THE VICTORIA TOWERS|Phase|Block3|22|F,尖沙咀,2002,18,blankblank,188 CANTON RD|廣東道,188 CANTON RD,188 廣東道,"港景峰3座,廣東道","THE VICTORIA TOWERS(BLOCK 3),CANTON RD","THE VICTORIA TOWERS(Block 3),CANTON RD|港景峰3座,廣東道",CANTON RDTHE VICTORIA TOWERSblankblank|Phaseblank|Block3|22|Fconsid12.28,22,很低,中層,東,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17311,20031201920065,ASP,2020-02-18,RES,blank,1959/03,12.5,0,444,0,28153,blank,blank,5683963,20031201920065,D,2.0,blank,blank,HANKOW APTS,漢口大廈,blank,blank,HANKOW RD,漢口道,43,49A,KTST,KIL7306,|HANKOW APTS漢口大廈|Phase |Block ,漢口道HANKOW APTS漢口大廈|Phase|Block,漢口道HANKOW APTS漢口大廈|Phase|Block|2|D,尖沙咀,1959,61,HANKOW APTS漢口大廈,43-49A HANKOW RD|漢口道,43-49A HANKOW RD,43-49A 漢口道,"漢口大廈,漢口道","HANKOW APTS,HANKOW RD","HANKOW APTS,HANKOW RD|漢口大廈,漢口道",HANKOW RDblankHANKOW APTS漢口大廈|Phaseblank|Blockblank|2|Dconsid12.5,2,高,低層,西,四正,良好,業主減價 上車筍盤 歡迎約睇
17223,19120400590082,ASP,2019-11-18,RES,blank,2002/09,12.5,769,569,16255,21968,blank,BW:19 SF (GE/NE) / BAL:22 SF (GI/NI) / PF:12 SF (GE/NE) / ,5649142,19120400590082,D,50.0,2,blank,blank,blank,THE VICTORIA TOWERS,港景峰,CANTON RD,廣東道,188,blank,KTST,KIL11086RP,THE VICTORIA TOWERS||Phase |Block 2,廣東道THE VICTORIA TOWERS|Phase|Block2,廣東道THE VICTORIA TOWERS|Phase|Block2|50|D,尖沙咀,2002,18,blankblank,188 CANTON RD|廣東道,188 CANTON RD,188 廣東道,"港景峰2座,廣東道","THE VICTORIA TOWERS(BLOCK 2),CANTON RD","THE VICTORIA TOWERS(Block 2),CANTON RD|港景峰2座,廣東道",CANTON RDTHE VICTORIA TOWERSblankblank|Phaseblank|Block2|50|Dconsid12.5,50,很低,中層,西北,呂字型,良好,業主減價 上車筍盤 歡迎約睇
16903,19042402330526,ASP,2019-04-09,RES,blank,2002/09,12.5,772,548,16192,22810,blank,BW:39 SF (GE/NE) / PF:15 SF (GE/NE) / ,5531293,19042402330526,F,11.0,1,blank,blank,blank,THE VICTORIA TOWERS,港景峰,CANTON RD,廣東道,188,blank,KTST,KIL11086RP,THE VICTORIA TOWERS||Phase |Block 1,廣東道THE VICTORIA TOWERS|Phase|Block1,廣東道THE VICTORIA TOWERS|Phase|Block1|11|F,尖沙咀,2002,18,blankblank,188 CANTON RD|廣東道,188 CANTON RD,188 廣東道,"港景峰1座,廣東道","THE VICTORIA TOWERS(BLOCK 1),CANTON RD","THE VICTORIA TOWERS(Block 1),CANTON RD|港景峰1座,廣東道",CANTON RDTHE VICTORIA TOWERSblankblank|Phaseblank|Block1|11|Fconsid12.5,11,很低,中層,西北,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16785,19012400160040,ASP,2019-01-07,RES,blank,2002/09,12.6,718,534,17549,23596,blank,BW:17 SF (GE/NE) / BAL:22 SF (GI/NI) / PF:9 SF (GE/NE) / ,5489188,19012400160040,A,48.0,1,blank,blank,blank,THE VICTORIA TOWERS,港景峰,CANTON RD,廣東道,188,blank,KTST,KIL11086RP,THE VICTORIA TOWERS||Phase |Block 1,廣東道THE VICTORIA TOWERS|Phase|Block1,廣東道THE VICTORIA TOWERS|Phase|Block1|48|A,尖沙咀,2002,18,blankblank,188 CANTON RD|廣東道,188 CANTON RD,188 廣東道,"港景峰1座,廣東道","THE VICTORIA TOWERS(BLOCK 1),CANTON RD","THE VICTORIA TOWERS(Block 1),CANTON RD|港景峰1座,廣東道",CANTON RDTHE VICTORIA TOWERSblankblank|Phaseblank|Block1|48|Aconsid12.6,48,很低,高層,東,呂字型,有,業主減價 上車筍盤 歡迎約睇
17214,19112801590036,ASP,2019-11-12,RES,blank,2002/09,12.78,718,534,17799,23933,blank,BW:17 SF (GE/NE) / BAL:22 SF (GI/NI) / PF:17 SF (GE/NE) / ,5646830,19112801590036,A,67.0,1,blank,blank,blank,THE VICTORIA TOWERS,港景峰,CANTON RD,廣東道,188,blank,KTST,KIL11086RP,THE VICTORIA TOWERS||Phase |Block 1,廣東道THE VICTORIA TOWERS|Phase|Block1,廣東道THE VICTORIA TOWERS|Phase|Block1|67|A,尖沙咀,2002,18,blankblank,188 CANTON RD|廣東道,188 CANTON RD,188 廣東道,"港景峰1座,廣東道","THE VICTORIA TOWERS(BLOCK 1),CANTON RD","THE VICTORIA TOWERS(Block 1),CANTON RD|港景峰1座,廣東道",CANTON RDTHE VICTORIA TOWERSblankblank|Phaseblank|Block1|67|Aconsid12.78,67,很低,中層,東南,四正,基本,業主減價 上車筍盤 歡迎約睇
17255,19122701090467,ASP,2019-12-12,RES,blank,2002/09,12.8,772,548,16580,23358,blank,BW:39 SF (GE/NE) / PF:15 SF (GE/NE) / ,5656905,19122701090467,F,25.0,1,blank,blank,blank,THE VICTORIA TOWERS,港景峰,CANTON RD,廣東道,188,blank,KTST,KIL11086RP,THE VICTORIA TOWERS||Phase |Block 1,廣東道THE VICTORIA TOWERS|Phase|Block1,廣東道THE VICTORIA TOWERS|Phase|Block1|25|F,尖沙咀,2002,18,blankblank,188 CANTON RD|廣東道,188 CANTON RD,188 廣東道,"港景峰1座,廣東道","THE VICTORIA TOWERS(BLOCK 1),CANTON RD","THE VICTORIA TOWERS(Block 1),CANTON RD|港景峰1座,廣東道",CANTON RDTHE VICTORIA TOWERSblankblank|Phaseblank|Block1|25|Fconsid12.8,25,很低,低層,東南,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17333,20040101860019,ASP,2020-03-02,RES,blank,2002/09,13.0,718,534,18106,24345,blank,BW:17 SF (GE/NE) / BAL:22 SF (GI/NI) / PF:9 SF (GE/NE) / ,5691369,20040101860019,A,32.0,3,blank,blank,blank,THE VICTORIA TOWERS,港景峰,CANTON RD,廣東道,188,blank,KTST,KIL11086RP,THE VICTORIA TOWERS||Phase |Block 3,廣東道THE VICTORIA TOWERS|Phase|Block3,廣東道THE VICTORIA TOWERS|Phase|Block3|32|A,尖沙咀,2002,18,blankblank,188 CANTON RD|廣東道,188 CANTON RD,188 廣東道,"港景峰3座,廣東道","THE VICTORIA TOWERS(BLOCK 3),CANTON RD","THE VICTORIA TOWERS(Block 3),CANTON RD|港景峰3座,廣東道",CANTON RDTHE VICTORIA TOWERSblankblank|Phaseblank|Block3|32|Aconsid13.0,32,很低,低層,北,沒資料,有,業主減價 上車筍盤 歡迎約睇
16973,19052701340206,ASP,2019-05-03,RES,blank,2002/09,13.18,772,548,17073,24051,blank,BW:39 SF (GE/NE) / PF:15 SF (GE/NE) / ,5552837,19052701340206,F,16.0,1,blank,blank,blank,THE VICTORIA TOWERS,港景峰,CANTON RD,廣東道,188,blank,KTST,KIL11086RP,THE VICTORIA TOWERS||Phase |Block 1,廣東道THE VICTORIA TOWERS|Phase|Block1,廣東道THE VICTORIA TOWERS|Phase|Block1|16|F,尖沙咀,2002,18,blankblank,188 CANTON RD|廣東道,188 CANTON RD,188 廣東道,"港景峰1座,廣東道","THE VICTORIA TOWERS(BLOCK 1),CANTON RD","THE VICTORIA TOWERS(Block 1),CANTON RD|港景峰1座,廣東道",CANTON RDTHE VICTORIA TOWERSblankblank|Phaseblank|Block1|16|Fconsid13.18,16,很低,中層,東,沒資料,良好,單位實用四正 交通方便 配套完善
17091,19080901930048,ASP,2019-07-22,RES,blank,2002/09,13.38,718,534,18635,25056,blank,BW:17 SF (GE/NE) / BAL:22 SF (GI/NI) / PF:9 SF (GE/NE) / ,5595522,19080901930048,A,52.0,1,blank,blank,blank,THE VICTORIA TOWERS,港景峰,CANTON RD,廣東道,188,blank,KTST,KIL11086RP,THE VICTORIA TOWERS||Phase |Block 1,廣東道THE VICTORIA TOWERS|Phase|Block1,廣東道THE VICTORIA TOWERS|Phase|Block1|52|A,尖沙咀,2002,18,blankblank,188 CANTON RD|廣東道,188 CANTON RD,188 廣東道,"港景峰1座,廣東道","THE VICTORIA TOWERS(BLOCK 1),CANTON RD","THE VICTORIA TOWERS(Block 1),CANTON RD|港景峰1座,廣東道",CANTON RDTHE VICTORIA TOWERSblankblank|Phaseblank|Block1|52|Aconsid13.38,52,很低,低層,西南,呂字型,基本,業主減價 上車筍盤 歡迎約睇
17149,19092300910039,ASP,2019-08-30,RES,blank,1960/05,13.5,0,950,0,14211,blank,blank,5615047,19092300910039,J,10.0,blank,blank,WINDSOR MANS,豐樂大廈,blank,blank,AUSTIN AVE,柯士甸路,17,blank,KTST,KIL6018sF / KIL6018sG,|WINDSOR MANS豐樂大廈|Phase |Block ,柯士甸路WINDSOR MANS豐樂大廈|Phase|Block,柯士甸路WINDSOR MANS豐樂大廈|Phase|Block|10|J,尖沙咀,1960,60,WINDSOR MANS豐樂大廈,17 AUSTIN AVE|柯士甸路,17 AUSTIN AVE,17 柯士甸路,"豐樂大廈,柯士甸路","WINDSOR MANS,AUSTIN AVE","WINDSOR MANS,AUSTIN AVE|豐樂大廈,柯士甸路",AUSTIN AVEblankWINDSOR MANS豐樂大廈|Phaseblank|Blockblank|10|Jconsid13.5,10,高,高層,西北,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17006,19061802080120,ASP,2019-05-24,RES,blank,1968/02,13.5,0,965,0,13990,PORTION NO.30 OF MAIN RF,RF:24 SF / ,5567338,19061802080120,1,9.0,A,blank,blank,blank,HANKOW CTR,漢口中心,PEKING RD,北京道,47,blank,KTST,KIL8219&EXT,HANKOW CTR||Phase |Block A,北京道HANKOW CTR|Phase|BlockA,北京道HANKOW CTR|Phase|BlockA|9|1,尖沙咀,1968,52,blankblank,47 PEKING RD|北京道,47 PEKING RD,47 北京道,"漢口中心A座,北京道","HANKOW CTR(BLOCK A),PEKING RD","HANKOW CTR(Block A),PEKING RD|漢口中心A座,北京道",PEKING RDHANKOW CTRblankblank|Phaseblank|BlockA|9|1consid13.5,9,中,高層,西南,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17439,20071400180232,ASP,2020-06-24,RES,blank,2002/05,13.6,684,512,19883,26562,G/L:NON PRIVATE-RES; SERVICE APT                                                ,BW:31 SF (GE/NE) / ,5738129,20071400180232,C,32.0,blank,blank,HARBOUR PINNACLE,凱譽,blank,blank,MINDEN AVE,棉登徑,8,blank,KTST,KIL11081,|HARBOUR PINNACLE凱譽|Phase |Block ,棉登徑HARBOUR PINNACLE凱譽|Phase|Block,棉登徑HARBOUR PINNACLE凱譽|Phase|Block|32|C,尖沙咀,2002,18,HARBOUR PINNACLE凱譽,8 MINDEN AVE|棉登徑,8 MINDEN AVE,8 棉登徑,"凱譽,棉登徑","HARBOUR PINNACLE,MINDEN AVE","HARBOUR PINNACLE,MINDEN AVE|凱譽,棉登徑",MINDEN AVEblankHARBOUR PINNACLE凱譽|Phaseblank|Blockblank|32|Cconsid13.6,32,很低,低層,西,沒資料,基本,單位實用四正 交通方便 配套完善
17104,19081901950031,ASP,2019-08-10,RES,CP,1973/09,14.0,0,715,0,19580,blank,blank,5600646,19081901950031,E,14.0,blank,blank,HO ON MANS,好安樓,blank,blank,AUSTIN RD,柯士甸道,107,109,KTST,KIL10223,|HO ON MANS好安樓|Phase |Block ,柯士甸道HO ON MANS好安樓|Phase|Block,柯士甸道HO ON MANS好安樓|Phase|Block|14|E,尖沙咀,1973,47,HO ON MANS好安樓,107-109 AUSTIN RD|柯士甸道,107-109 AUSTIN RD,107-109 柯士甸道,"好安樓,柯士甸道","HO ON MANS,AUSTIN RD","HO ON MANS,AUSTIN RD|好安樓,柯士甸道",AUSTIN RDblankHO ON MANS好安樓|Phaseblank|Blockblank|14|Econsid14.0,14,中,高層,西北,四正,基本,單位實用四正 交通方便 配套完善
17448,20072302010143,ASP,2020-06-30,RES,blank,2002/09,14.2,779,569,18228,24956,blank,BW:24 SF (GE/NE) / BAL:22 SF (GI/NI) / PF:15 SF (GE/NE) / ,5744434,20072302010143,F,60.0,1,blank,blank,blank,THE VICTORIA TOWERS,港景峰,CANTON RD,廣東道,188,blank,KTST,KIL11086RP,THE VICTORIA TOWERS||Phase |Block 1,廣東道THE VICTORIA TOWERS|Phase|Block1,廣東道THE VICTORIA TOWERS|Phase|Block1|60|F,尖沙咀,2002,18,blankblank,188 CANTON RD|廣東道,188 CANTON RD,188 廣東道,"港景峰1座,廣東道","THE VICTORIA TOWERS(BLOCK 1),CANTON RD","THE VICTORIA TOWERS(Block 1),CANTON RD|港景峰1座,廣東道",CANTON RDTHE VICTORIA TOWERSblankblank|Phaseblank|Block1|60|Fconsid14.2,60,很低,低層,東北,四正,基本,單位實用四正 交通方便 配套完善
16816,19021801960024,ASP,2019-02-12,RES,blank,1963/06,14.43,0,1150,0,12548,blank,blank,5499878,19021801960024,A,13.0,blank,blank,MAJESTIC HSE,金鑾大廈,blank,blank,NATHAN RD,彌敦道,80,blank,KTST,KIL6420,|MAJESTIC HSE金鑾大廈|Phase |Block ,彌敦道MAJESTIC HSE金鑾大廈|Phase|Block,彌敦道MAJESTIC HSE金鑾大廈|Phase|Block|13|A,尖沙咀,1963,57,MAJESTIC HSE金鑾大廈,80 NATHAN RD|彌敦道,80 NATHAN RD,80 彌敦道,"金鑾大廈,彌敦道","MAJESTIC HSE,NATHAN RD","MAJESTIC HSE,NATHAN RD|金鑾大廈,彌敦道",NATHAN RDblankMAJESTIC HSE金鑾大廈|Phaseblank|Blockblank|13|Aconsid14.43,13,高,中層,東南,四正,良好,單位實用四正 交通方便 配套完善
17197,19111501010226,ASP,2019-10-18,RES,blank,1981/09,15.5,1100,958,14091,16180,blank,blank,5640049,19111501010226,E,8.0,blank,blank,HILTON TOWERS,希爾頓大廈,blank,blank,GRANVILLE RD,加連威老道,96,blank,KTST,KIL10602,|HILTON TOWERS希爾頓大廈|Phase |Block ,加連威老道HILTON TOWERS希爾頓大廈|Phase|Block,加連威老道HILTON TOWERS希爾頓大廈|Phase|Block|8|E,尖沙咀,1981,39,HILTON TOWERS希爾頓大廈,96 GRANVILLE RD|加連威老道,96 GRANVILLE RD,96 加連威老道,"希爾頓大廈,加連威老道","HILTON TOWERS,GRANVILLE RD","HILTON TOWERS,GRANVILLE RD|希爾頓大廈,加連威老道",GRANVILLE RDblankHILTON TOWERS希爾頓大廈|Phaseblank|Blockblank|8|Econsid15.5,8,低,低層,東,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16931,19050700480035,ASP,2019-04-29,RES,blank,1981/09,15.65,1100,958,14227,16336,blank,blank,5537912,19050700480035,C,10.0,blank,blank,HILTON TOWERS,希爾頓大廈,blank,blank,GRANVILLE RD,加連威老道,96,blank,KTST,KIL10602,|HILTON TOWERS希爾頓大廈|Phase |Block ,加連威老道HILTON TOWERS希爾頓大廈|Phase|Block,加連威老道HILTON TOWERS希爾頓大廈|Phase|Block|10|C,尖沙咀,1981,39,HILTON TOWERS希爾頓大廈,96 GRANVILLE RD|加連威老道,96 GRANVILLE RD,96 加連威老道,"希爾頓大廈,加連威老道","HILTON TOWERS,GRANVILLE RD","HILTON TOWERS,GRANVILLE RD|希爾頓大廈,加連威老道",GRANVILLE RDblankHILTON TOWERS希爾頓大廈|Phaseblank|Blockblank|10|Cconsid15.65,10,低,高層,東北,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
16947,19051402100021,ASP,2019-04-25,RES,blank,1964/05,15.8,0,837,0,18877,blank,blank,5543036,19051402100021,B,6.0,blank,blank,KIM HING MANS,金興大廈,blank,blank,KIMBERLEY RD,金巴利道,49,51,KTST,KIL7410 / KIL6435,|KIM HING MANS金興大廈|Phase |Block ,金巴利道KIM HING MANS金興大廈|Phase|Block,金巴利道KIM HING MANS金興大廈|Phase|Block|6|B,尖沙咀,1964,56,KIM HING MANS金興大廈,49-51 KIMBERLEY RD|金巴利道,49-51 KIMBERLEY RD,49-51 金巴利道,"金興大廈,金巴利道","KIM HING MANS,KIMBERLEY RD","KIM HING MANS,KIMBERLEY RD|金興大廈,金巴利道",KIMBERLEY RDblankKIM HING MANS金興大廈|Phaseblank|Blockblank|6|Bconsid15.8,6,高,中層,北,沒資料,有,業主減價 上車筍盤 歡迎約睇
16798,19013001870035,ASP,2019-01-23,RES,blank,1959/03,16.0,0,745,0,21477,blank,blank,5492357,19013001870035,A,1.0,blank,blank,HANKOW APTS,漢口大廈,blank,blank,HANKOW RD,漢口道,43,49A,KTST,KIL7306,|HANKOW APTS漢口大廈|Phase |Block ,漢口道HANKOW APTS漢口大廈|Phase|Block,漢口道HANKOW APTS漢口大廈|Phase|Block|1|A,尖沙咀,1959,61,HANKOW APTS漢口大廈,43-49A HANKOW RD|漢口道,43-49A HANKOW RD,43-49A 漢口道,"漢口大廈,漢口道","HANKOW APTS,HANKOW RD","HANKOW APTS,HANKOW RD|漢口大廈,漢口道",HANKOW RDblankHANKOW APTS漢口大廈|Phaseblank|Blockblank|1|Aconsid16.0,1,高,高層,西北,沒資料,有,單位實用四正 交通方便 配套完善
16799,19013001870048,ASP,2019-01-23,RES,blank,1959/03,16.0,0,444,0,36036,blank,blank,5492358,19013001870048,D,1.0,blank,blank,HANKOW APTS,漢口大廈,blank,blank,HANKOW RD,漢口道,43,49A,KTST,KIL7306,|HANKOW APTS漢口大廈|Phase |Block ,漢口道HANKOW APTS漢口大廈|Phase|Block,漢口道HANKOW APTS漢口大廈|Phase|Block|1|D,尖沙咀,1959,61,HANKOW APTS漢口大廈,43-49A HANKOW RD|漢口道,43-49A HANKOW RD,43-49A 漢口道,"漢口大廈,漢口道","HANKOW APTS,HANKOW RD","HANKOW APTS,HANKOW RD|漢口大廈,漢口道",HANKOW RDblankHANKOW APTS漢口大廈|Phaseblank|Blockblank|1|Dconsid16.0,1,高,中層,西南,沒資料,良好,單位實用四正 交通方便 配套完善
17188,19110500720019,ASP,2019-10-15,RES,blank,1957/07,16.68,0,562,0,29680,blank,blank,5635635,19110500720019,A,3.0,blank,blank,blank,blank,blank,blank,CAMERON RD,金馬倫道,35,blank,KTST,KIL6837,||Phase |Block ,金馬倫道|Phase|Block,金馬倫道|Phase|Block|3|A,尖沙咀,1957,63,blankblank,35 CAMERON RD|金馬倫道,35 CAMERON RD,35 金馬倫道,35 金馬倫道,35 CAMERON RD,35 CAMERON RD|金馬倫道,CAMERON RDblankblankblank|Phaseblank|Blockblank|3|Aconsid16.68,3,高,中層,東北,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17021,19062401290077,ASP,2019-06-13,RES,blank,2002/05,16.68,678,508,24602,32835,G/L:NON PRIVATE-RES; SERVICE APT                                                ,BW:31 SF (GE/NE) / ,5570243,19062401290077,C,23.0,blank,blank,HARBOUR PINNACLE,凱譽,blank,blank,MINDEN AVE,棉登徑,8,blank,KTST,KIL11081,|HARBOUR PINNACLE凱譽|Phase |Block ,棉登徑HARBOUR PINNACLE凱譽|Phase|Block,棉登徑HARBOUR PINNACLE凱譽|Phase|Block|23|C,尖沙咀,2002,18,HARBOUR PINNACLE凱譽,8 MINDEN AVE|棉登徑,8 MINDEN AVE,8 棉登徑,"凱譽,棉登徑","HARBOUR PINNACLE,MINDEN AVE","HARBOUR PINNACLE,MINDEN AVE|凱譽,棉登徑",MINDEN AVEblankHARBOUR PINNACLE凱譽|Phaseblank|Blockblank|23|Cconsid16.68,23,很低,低層,南,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
17067,19072501590105,ASP,2019-06-28,RES,blank,2002/05,16.8,920,689,18261,24383,G/L:NON PRIVATE-RES; SERVICE APT                                                ,BW:52 SF (GE/NE) / ,5587404,19072501590105,B,12.0,blank,blank,HARBOUR PINNACLE,凱譽,blank,blank,MINDEN AVE,棉登徑,8,blank,KTST,KIL11081,|HARBOUR PINNACLE凱譽|Phase |Block ,棉登徑HARBOUR PINNACLE凱譽|Phase|Block,棉登徑HARBOUR PINNACLE凱譽|Phase|Block|12|B,尖沙咀,2002,18,HARBOUR PINNACLE凱譽,8 MINDEN AVE|棉登徑,8 MINDEN AVE,8 棉登徑,"凱譽,棉登徑","HARBOUR PINNACLE,MINDEN AVE","HARBOUR PINNACLE,MINDEN AVE|凱譽,棉登徑",MINDEN AVEblankHARBOUR PINNACLE凱譽|Phaseblank|Blockblank|12|Bconsid16.8,12,很低,高層,東北,呂字型,有,業主減價 上車筍盤 歡迎約睇
17015,19062100770023,ASP,2019-05-31,RES,blank,1965/12,17.15,0,788,0,21764,blank,blank,5569257,19062100770023,C,7.0,blank,blank,DELITE MANS,嘉麗大廈,blank,blank,GRANVILLE CIRT,嘉蘭圍,3,blank,KTST,KIL8799 / KIL8785,|DELITE MANS嘉麗大廈|Phase |Block ,嘉蘭圍DELITE MANS嘉麗大廈|Phase|Block,嘉蘭圍DELITE MANS嘉麗大廈|Phase|Block|7|C,尖沙咀,1965,55,DELITE MANS嘉麗大廈,3 GRANVILLE CIRT|嘉蘭圍,3 GRANVILLE CIRT,3 嘉蘭圍,"嘉麗大廈,嘉蘭圍","DELITE MANS,GRANVILLE CIRT","DELITE MANS,GRANVILLE CIRT|嘉麗大廈,嘉蘭圍",GRANVILLE CIRTblankDELITE MANS嘉麗大廈|Phaseblank|Blockblank|7|Cconsid17.15,7,近乎零,高層,北,沒資料,基本,單位實用四正 交通方便 配套完善
17224,19120400800293,ASP,2019-11-05,RES,blank,1981/09,17.5,1100,958,15909,18267,blank,blank,5649201,19120400800293,E,11.0,blank,blank,HILTON TOWERS,希爾頓大廈,blank,blank,GRANVILLE RD,加連威老道,96,blank,KTST,KIL10602,|HILTON TOWERS希爾頓大廈|Phase |Block ,加連威老道HILTON TOWERS希爾頓大廈|Phase|Block,加連威老道HILTON TOWERS希爾頓大廈|Phase|Block|11|E,尖沙咀,1981,39,HILTON TOWERS希爾頓大廈,96 GRANVILLE RD|加連威老道,96 GRANVILLE RD,96 加連威老道,"希爾頓大廈,加連威老道","HILTON TOWERS,GRANVILLE RD","HILTON TOWERS,GRANVILLE RD|希爾頓大廈,加連威老道",GRANVILLE RDblankHILTON TOWERS希爾頓大廈|Phaseblank|Blockblank|11|Econsid17.5,11,低,高層,西南,四正,良好,單位實用四正 交通方便 配套完善
