,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
27679,19120500460024,ASP,2019-11-23,RES,blank,1971/01,1.25,0,213,0,5869,blank,blank,5649634,19120500460024,B2,5.0,blank,blank,HUNG WAN BLDG,鴻運樓,blank,blank,CASTLE PEAK RD KWAI CHUNG,青山公路葵涌段,472,blank,NKC,KCTL55 / DD444LOT311,|HUNG WAN BLDG鴻運樓|Phase |Block ,青山公路葵涌段HUNG WAN BLDG鴻運樓|Phase|Block,青山公路葵涌段HUNG WAN BLDG鴻運樓|Phase|Block|5|B2,葵涌,1971,49,HUNG WAN BLDG鴻運樓,472 CASTLE PEAK RD KWAI CHUNG|青山公路葵涌段,472 CASTLE PEAK RD KWAI CHUNG,472 青山公路葵涌段,"鴻運樓,青山公路葵涌段","HUNG WAN BLDG,CASTLE PEAK RD KWAI CHUNG","HUNG WAN BLDG,CASTLE PEAK RD KWAI CHUNG|鴻運樓,青山公路葵涌段",CASTLE PEAK RD KWAI CHUNGblankHUNG WAN BLDG鴻運樓|Phaseblank|Blockblank|5|B2consid1.25,5,中,中層,北,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27695,19121102080404,ASP,2019-11-14,RES,blank,2007/07,7.02,665,495,10556,14182,blank,BW:33 SF (GI/NE) / ,5651947,19121102080404,H,50.0,1,blank,blank,blank,THE APEX,雍雅軒,WO YI HOP RD,和宜合道,33,blank,NKC,KCTL467RP,THE APEX||Phase |Block 1,和宜合道THE APEX|Phase|Block1,和宜合道THE APEX|Phase|Block1|50|H,葵涌,2007,13,blankblank,33 WO YI HOP RD|和宜合道,33 WO YI HOP RD,33 和宜合道,"雍雅軒1座,和宜合道","THE APEX(BLOCK 1),WO YI HOP RD","THE APEX(Block 1),WO YI HOP RD|雍雅軒1座,和宜合道",WO YI HOP RDTHE APEXblankblank|Phaseblank|Block1|50|Hconsid7.02,50,很低,高層,東北,四正,良好,業主減價 上車筍盤 歡迎約睇
28241,20070301520066,ASP,2020-06-10,RES,blank,1974/10,7.0282,0,415,0,16935,blank,blank,5732865,20070301520066,C,12.0,blank,blank,WEALTHY GDN,葵芳匯,blank,blank,HING FONG RD,興芳路,204,blank,NKC,KCTL178,|WEALTHY GDN葵芳匯|Phase |Block ,興芳路WEALTHY GDN葵芳匯|Phase|Block,興芳路WEALTHY GDN葵芳匯|Phase|Block|12|C,葵涌,1974,46,WEALTHY GDN葵芳匯,204 HING FONG RD|興芳路,204 HING FONG RD,204 興芳路,"葵芳匯,興芳路","WEALTHY GDN,HING FONG RD","WEALTHY GDN,HING FONG RD|葵芳匯,興芳路",HING FONG RDblankWEALTHY GDN葵芳匯|Phaseblank|Blockblank|12|Cconsid7.0282,12,中,中層,北,四正,有,單位實用四正 交通方便 配套完善
28334,20072800430069,ASP,2020-07-16,RES,blank,1974/10,7.0384,0,404,0,17422,blank,blank,5746242,20072800430069,D,18.0,blank,blank,WEALTHY GDN,葵芳匯,blank,blank,HING FONG RD,興芳路,204,blank,NKC,KCTL178,|WEALTHY GDN葵芳匯|Phase |Block ,興芳路WEALTHY GDN葵芳匯|Phase|Block,興芳路WEALTHY GDN葵芳匯|Phase|Block|18|D,葵涌,1974,46,WEALTHY GDN葵芳匯,204 HING FONG RD|興芳路,204 HING FONG RD,204 興芳路,"葵芳匯,興芳路","WEALTHY GDN,HING FONG RD","WEALTHY GDN,HING FONG RD|葵芳匯,興芳路",HING FONG RDblankWEALTHY GDN葵芳匯|Phaseblank|Blockblank|18|Dconsid7.0384,18,中,低層,南,四正,有,單位實用四正 交通方便 配套完善
28170,20061801260043,ASP,2020-06-11,RES,blank,1974/10,7.0384,0,404,0,17422,blank,blank,5725572,20061801260043,D,16.0,blank,blank,WEALTHY GDN,葵芳匯,blank,blank,HING FONG RD,興芳路,204,blank,NKC,KCTL178,|WEALTHY GDN葵芳匯|Phase |Block ,興芳路WEALTHY GDN葵芳匯|Phase|Block,興芳路WEALTHY GDN葵芳匯|Phase|Block|16|D,葵涌,1974,46,WEALTHY GDN葵芳匯,204 HING FONG RD|興芳路,204 HING FONG RD,204 興芳路,"葵芳匯,興芳路","WEALTHY GDN,HING FONG RD","WEALTHY GDN,HING FONG RD|葵芳匯,興芳路",HING FONG RDblankWEALTHY GDN葵芳匯|Phaseblank|Blockblank|16|Dconsid7.0384,16,中,低層,南,四正,良好,單位實用四正 交通方便 配套完善
28268,20070901180038,ASP,2020-06-30,RES,blank,1974/10,7.0384,0,404,0,17422,blank,blank,5735962,20070901180038,D,17.0,blank,blank,WEALTHY GDN,葵芳匯,blank,blank,HING FONG RD,興芳路,204,blank,NKC,KCTL178,|WEALTHY GDN葵芳匯|Phase |Block ,興芳路WEALTHY GDN葵芳匯|Phase|Block,興芳路WEALTHY GDN葵芳匯|Phase|Block|17|D,葵涌,1974,46,WEALTHY GDN葵芳匯,204 HING FONG RD|興芳路,204 HING FONG RD,204 興芳路,"葵芳匯,興芳路","WEALTHY GDN,HING FONG RD","WEALTHY GDN,HING FONG RD|葵芳匯,興芳路",HING FONG RDblankWEALTHY GDN葵芳匯|Phaseblank|Blockblank|17|Dconsid7.0384,17,中,中層,南,沒資料,有,單位實用四正 交通方便 配套完善
27247,19052401210038,ASP,2019-05-16,RES,blank,1983/06,7.08,594,480,11919,14750,blank,BW:20 SF (GI/NE) / ,5551416,19052401210038,8,25.0,C,blank,blank,blank,SUN KWAI HING GDN,新葵興花園,TAI WO HAU RD,大窩口道,165,blank,NKC,KCTL377,SUN KWAI HING GDN||Phase |Block C,大窩口道SUN KWAI HING GDN|Phase|BlockC,大窩口道SUN KWAI HING GDN|Phase|BlockC|25|8,葵涌,1983,37,blankblank,165 TAI WO HAU RD|大窩口道,165 TAI WO HAU RD,165 大窩口道,"新葵興花園C座,大窩口道","SUN KWAI HING GDN(BLOCK C),TAI WO HAU RD","SUN KWAI HING GDN(Block C),TAI WO HAU RD|新葵興花園C座,大窩口道",TAI WO HAU RDSUN KWAI HING GDNblankblank|Phaseblank|BlockC|25|8consid7.08,25,低,高層,南,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27687,19121000930029,ASP,2019-11-22,RES,blank,2007/07,7.1,656,479,10823,14823,blank,BW:42 SF (GI/NE) / ,5651115,19121000930029,C,45.0,1,blank,blank,blank,THE APEX,雍雅軒,WO YI HOP RD,和宜合道,33,blank,NKC,KCTL467RP,THE APEX||Phase |Block 1,和宜合道THE APEX|Phase|Block1,和宜合道THE APEX|Phase|Block1|45|C,葵涌,2007,13,blankblank,33 WO YI HOP RD|和宜合道,33 WO YI HOP RD,33 和宜合道,"雍雅軒1座,和宜合道","THE APEX(BLOCK 1),WO YI HOP RD","THE APEX(Block 1),WO YI HOP RD|雍雅軒1座,和宜合道",WO YI HOP RDTHE APEXblankblank|Phaseblank|Block1|45|Cconsid7.1,45,很低,高層,西北,呂字型,良好,業主減價 上車筍盤 歡迎約睇
27369,19070300910073,ASP,2019-06-06,RES,blank,2001/08,7.1,844,636,8412,11164,blank,blank,5575309,19070300910073,9,29.0,A,blank,blank,blank,LAI YAN COURT,荔欣苑,LAI KING HILL RD,荔景山路,278,blank,NKC,KCTL445RP,LAI YAN COURT||Phase |Block A,荔景山路LAI YAN COURT|Phase|BlockA,荔景山路LAI YAN COURT|Phase|BlockA|29|9,葵涌,2001,19,blankblank,278 LAI KING HILL RD|荔景山路,278 LAI KING HILL RD,278 荔景山路,"荔欣苑A座,荔景山路","LAI YAN COURT(BLOCK A),LAI KING HILL RD","LAI YAN COURT(Block A),LAI KING HILL RD|荔欣苑A座,荔景山路",LAI KING HILL RDLAI YAN COURTblankblank|Phaseblank|BlockA|29|9consid7.1,29,很低,中層,西北,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27350,19062401170047,ASP,2019-06-14,RES,blank,1998/12,7.12,728,571,9780,12469,blank,BW:26 SF (GI/NE) / ,5570210,19062401170047,H,25.0,5,blank,blank,blank,HIGHLAND PARK,浩景臺,LAI KONG ST,荔崗街,11,blank,NKC,KCTL458,HIGHLAND PARK||Phase |Block 5,荔崗街HIGHLAND PARK|Phase|Block5,荔崗街HIGHLAND PARK|Phase|Block5|25|H,葵涌,1998,22,blankblank,11 LAI KONG ST|荔崗街,11 LAI KONG ST,11 荔崗街,"浩景臺5座,荔崗街","HIGHLAND PARK(BLOCK 5),LAI KONG ST","HIGHLAND PARK(Block 5),LAI KONG ST|浩景臺5座,荔崗街",LAI KONG STHIGHLAND PARKblankblank|Phaseblank|Block5|25|Hconsid7.12,25,很低,中層,西北,沒資料,良好,單位實用四正 交通方便 配套完善
27859,20031602060639,ASP,2020-03-11,RES,blank,2001/04,7.12,855,650,8327,10954,blank,blank,5684847,20031602060639,2,34.0,B,blank,blank,blank,NING FUNG COURT,寧峰苑,LEI MUK RD,梨木道,99,blank,NKC,KCTL477,NING FUNG COURT||Phase |Block B,梨木道NING FUNG COURT|Phase|BlockB,梨木道NING FUNG COURT|Phase|BlockB|34|2,葵涌,2001,19,blankblank,99 LEI MUK RD|梨木道,99 LEI MUK RD,99 梨木道,"寧峰苑B座,梨木道","NING FUNG COURT(BLOCK B),LEI MUK RD","NING FUNG COURT(Block B),LEI MUK RD|寧峰苑B座,梨木道",LEI MUK RDNING FUNG COURTblankblank|Phaseblank|BlockB|34|2consid7.12,34,很低,高層,西,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28306,20072000560048,ASP,2020-07-10,RES,blank,1974/10,7.138,0,404,0,17668,blank,blank,5741512,20072000560048,D,21.0,blank,blank,WEALTHY GDN,葵芳匯,blank,blank,HING FONG RD,興芳路,204,blank,NKC,KCTL178,|WEALTHY GDN葵芳匯|Phase |Block ,興芳路WEALTHY GDN葵芳匯|Phase|Block,興芳路WEALTHY GDN葵芳匯|Phase|Block|21|D,葵涌,1974,46,WEALTHY GDN葵芳匯,204 HING FONG RD|興芳路,204 HING FONG RD,204 興芳路,"葵芳匯,興芳路","WEALTHY GDN,HING FONG RD","WEALTHY GDN,HING FONG RD|葵芳匯,興芳路",HING FONG RDblankWEALTHY GDN葵芳匯|Phaseblank|Blockblank|21|Dconsid7.138,21,中,低層,東南,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28127,20061200800017,ASP,2020-05-20,RES,blank,1986/05,7.15,736,550,9715,13000,blank,BW:36 SF (GI/NE) / ,5722120,20061200800017,D,8.0,2,blank,blank,blank,WONDERLAND VILLAS,華景山莊,WAH KING HILL RD,華景山路,9,blank,NKC,KCTL369RP,WONDERLAND VILLAS||Phase |Block 2,華景山路WONDERLAND VILLAS|Phase|Block2,華景山路WONDERLAND VILLAS|Phase|Block2|8|D,葵涌,1986,34,blankblank,9 WAH KING HILL RD|華景山路,9 WAH KING HILL RD,9 華景山路,"華景山莊2座,華景山路","WONDERLAND VILLAS(BLOCK 2),WAH KING HILL RD","WONDERLAND VILLAS(Block 2),WAH KING HILL RD|華景山莊2座,華景山路",WAH KING HILL RDWONDERLAND VILLASblankblank|Phaseblank|Block2|8|Dconsid7.15,8,低,中層,東南,呂字型,基本,業主減價 上車筍盤 歡迎約睇
27636,19112101740031,ASP,2019-10-31,RES,blank,1981/08,7.15,0,553,0,12929,blank,blank,5642855,19112101740031,C,12.0,5,blank,WAH SHUN COURT,華信閣,WAH YUEN CHUEN,華員村,WAH YUEN DR,華員徑,1,blank,NKC,KCTL316,WAH YUEN CHUEN|WAH SHUN COURT華信閣|Phase |Block 5,華員徑WAH YUEN CHUENWAH SHUN COURT華信閣|Phase|Block5,華員徑WAH YUEN CHUENWAH SHUN COURT華信閣|Phase|Block5|12|C,葵涌,1981,39,WAH SHUN COURT華信閣,1 WAH YUEN DR|華員徑,1 WAH YUEN DR,1 華員徑,"華信閣,華員村,華員徑","WAH SHUN COURT,WAH YUEN CHUEN,WAH YUEN DR","WAH SHUN COURT,WAH YUEN CHUEN,WAH YUEN DR|華信閣,華員村,華員徑",WAH YUEN DRWAH YUEN CHUENWAH SHUN COURT華信閣|Phaseblank|Block5|12|Cconsid7.15,12,低,中層,東北,呂字型,基本,單位實用四正 交通方便 配套完善
27470,19082802250280,ASP,2019-08-02,RES,blank,1998/12,7.16,736,582,9728,12302,blank,BW:21 SF (GI/NE) / ,5605437,19082802250280,C,18.0,5,blank,blank,blank,HIGHLAND PARK,浩景臺,LAI KONG ST,荔崗街,11,blank,NKC,KCTL458,HIGHLAND PARK||Phase |Block 5,荔崗街HIGHLAND PARK|Phase|Block5,荔崗街HIGHLAND PARK|Phase|Block5|18|C,葵涌,1998,22,blankblank,11 LAI KONG ST|荔崗街,11 LAI KONG ST,11 荔崗街,"浩景臺5座,荔崗街","HIGHLAND PARK(BLOCK 5),LAI KONG ST","HIGHLAND PARK(Block 5),LAI KONG ST|浩景臺5座,荔崗街",LAI KONG STHIGHLAND PARKblankblank|Phaseblank|Block5|18|Cconsid7.16,18,很低,中層,南,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27810,20021301570018,ASP,2020-02-07,RES,blank,1998/12,7.16,593,478,12074,14979,blank,FR:103 SF / ,5674120,20021301570018,B,28.0,6,blank,blank,blank,HIGHLAND PARK,浩景臺,LAI KONG ST,荔崗街,11,blank,NKC,KCTL458,HIGHLAND PARK||Phase |Block 6,荔崗街HIGHLAND PARK|Phase|Block6,荔崗街HIGHLAND PARK|Phase|Block6|28|B,葵涌,1998,22,blankblank,11 LAI KONG ST|荔崗街,11 LAI KONG ST,11 荔崗街,"浩景臺6座,荔崗街","HIGHLAND PARK(BLOCK 6),LAI KONG ST","HIGHLAND PARK(Block 6),LAI KONG ST|浩景臺6座,荔崗街",LAI KONG STHIGHLAND PARKblankblank|Phaseblank|Block6|28|Bconsid7.16,28,很低,中層,西南,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28263,20070801280057,ASP,2020-06-12,RES,blank,1974/10,7.1878,0,415,0,17320,blank,blank,5735201,20070801280057,C,15.0,blank,blank,WEALTHY GDN,葵芳匯,blank,blank,HING FONG RD,興芳路,204,blank,NKC,KCTL178,|WEALTHY GDN葵芳匯|Phase |Block ,興芳路WEALTHY GDN葵芳匯|Phase|Block,興芳路WEALTHY GDN葵芳匯|Phase|Block|15|C,葵涌,1974,46,WEALTHY GDN葵芳匯,204 HING FONG RD|興芳路,204 HING FONG RD,204 興芳路,"葵芳匯,興芳路","WEALTHY GDN,HING FONG RD","WEALTHY GDN,HING FONG RD|葵芳匯,興芳路",HING FONG RDblankWEALTHY GDN葵芳匯|Phaseblank|Blockblank|15|Cconsid7.1878,15,中,高層,東北,四正,良好,業主減價 上車筍盤 歡迎約睇
28119,20061100660031,ASP,2020-06-05,RES,blank,1981/12,7.2,0,540,0,13333,blank,blank,5721301,20061100660031,C,16.0,2,blank,WAH YEE COURT,華義閣,WAH YUEN CHUEN,華員村,WAH KING HILL RD,華景山路,6,12,NKC,KCTL316,WAH YUEN CHUEN|WAH YEE COURT華義閣|Phase |Block 2,華景山路WAH YUEN CHUENWAH YEE COURT華義閣|Phase|Block2,華景山路WAH YUEN CHUENWAH YEE COURT華義閣|Phase|Block2|16|C,葵涌,1981,39,WAH YEE COURT華義閣,6-12 WAH KING HILL RD|華景山路,6-12 WAH KING HILL RD,6-12 華景山路,"華義閣,華員村,華景山路","WAH YEE COURT,WAH YUEN CHUEN,WAH KING HILL RD","WAH YEE COURT,WAH YUEN CHUEN,WAH KING HILL RD|華義閣,華員村,華景山路",WAH KING HILL RDWAH YUEN CHUENWAH YEE COURT華義閣|Phaseblank|Block2|16|Cconsid7.2,16,低,中層,北,呂字型,有,單位實用四正 交通方便 配套完善
27920,20040801370094,ASP,2020-03-30,RES,blank,1981/12,7.2,0,540,0,13333,blank,blank,5694439,20040801370094,C,10.0,2,blank,WAH YEE COURT,華義閣,WAH YUEN CHUEN,華員村,WAH KING HILL RD,華景山路,6,12,NKC,KCTL316,WAH YUEN CHUEN|WAH YEE COURT華義閣|Phase |Block 2,華景山路WAH YUEN CHUENWAH YEE COURT華義閣|Phase|Block2,華景山路WAH YUEN CHUENWAH YEE COURT華義閣|Phase|Block2|10|C,葵涌,1981,39,WAH YEE COURT華義閣,6-12 WAH KING HILL RD|華景山路,6-12 WAH KING HILL RD,6-12 華景山路,"華義閣,華員村,華景山路","WAH YEE COURT,WAH YUEN CHUEN,WAH KING HILL RD","WAH YEE COURT,WAH YUEN CHUEN,WAH KING HILL RD|華義閣,華員村,華景山路",WAH KING HILL RDWAH YUEN CHUENWAH YEE COURT華義閣|Phaseblank|Block2|10|Cconsid7.2,10,低,中層,東,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28054,20052700540088,ASP,2020-05-21,RES,blank,1998/12,7.2,735,581,9796,12392,blank,BW:21 SF (GI/NE) / ,5712742,20052700540088,F,19.0,6,blank,blank,blank,HIGHLAND PARK,浩景臺,LAI KONG ST,荔崗街,11,blank,NKC,KCTL458,HIGHLAND PARK||Phase |Block 6,荔崗街HIGHLAND PARK|Phase|Block6,荔崗街HIGHLAND PARK|Phase|Block6|19|F,葵涌,1998,22,blankblank,11 LAI KONG ST|荔崗街,11 LAI KONG ST,11 荔崗街,"浩景臺6座,荔崗街","HIGHLAND PARK(BLOCK 6),LAI KONG ST","HIGHLAND PARK(Block 6),LAI KONG ST|浩景臺6座,荔崗街",LAI KONG STHIGHLAND PARKblankblank|Phaseblank|Block6|19|Fconsid7.2,19,很低,中層,東北,沒資料,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27302,19060601840606,ASP,2019-05-20,RES,blank,1990/03,7.2,666,490,10811,14694,blank,BW:40 SF (GI/NE) / ,5561319,19060601840606,F,12.0,3,blank,blank,blank,KWAI CHUNG PLAZA,葵涌廣場,KWAI FOO RD,葵富路,7,11,NKC,KCTL398,KWAI CHUNG PLAZA||Phase |Block 3,葵富路KWAI CHUNG PLAZA|Phase|Block3,葵富路KWAI CHUNG PLAZA|Phase|Block3|12|F,葵涌,1990,30,blankblank,7-11 KWAI FOO RD|葵富路,7-11 KWAI FOO RD,7-11 葵富路,"葵涌廣場3座,葵富路","KWAI CHUNG PLAZA(BLOCK 3),KWAI FOO RD","KWAI CHUNG PLAZA(Block 3),KWAI FOO RD|葵涌廣場3座,葵富路",KWAI FOO RDKWAI CHUNG PLAZAblankblank|Phaseblank|Block3|12|Fconsid7.2,12,低,低層,東南,四正,基本,單位實用四正 交通方便 配套完善
27288,19060400200172,ASP,2019-04-30,RES,blank,1983/06,7.2,703,582,10242,12371,blank,BW:36 SF (GI/NE) / ,5558938,19060400200172,2,24.0,A,blank,blank,blank,SUN KWAI HING GDN,新葵興花園,TAI WO HAU RD,大窩口道,161,blank,NKC,KCTL377,SUN KWAI HING GDN||Phase |Block A,大窩口道SUN KWAI HING GDN|Phase|BlockA,大窩口道SUN KWAI HING GDN|Phase|BlockA|24|2,葵涌,1983,37,blankblank,161 TAI WO HAU RD|大窩口道,161 TAI WO HAU RD,161 大窩口道,"新葵興花園A座,大窩口道","SUN KWAI HING GDN(BLOCK A),TAI WO HAU RD","SUN KWAI HING GDN(Block A),TAI WO HAU RD|新葵興花園A座,大窩口道",TAI WO HAU RDSUN KWAI HING GDNblankblank|Phaseblank|BlockA|24|2consid7.2,24,低,低層,西北,呂字型,有,單位實用四正 交通方便 配套完善
27377,19070901670056,ASP,2019-05-31,RES,blank,2002/06,7.2,617,444,11669,16216,blank,BW:38 SF (GE/NE) / PF:8 SF (GE/NE) / ,5578222,19070901670056,H,8.0,3,blank,blank,blank,NOB HILL,盈暉臺,KING LAI PATH,景荔徑,8,blank,NKC,KCTL474,NOB HILL||Phase |Block 3,景荔徑NOB HILL|Phase|Block3,景荔徑NOB HILL|Phase|Block3|8|H,葵涌,2002,18,blankblank,8 KING LAI PATH|景荔徑,8 KING LAI PATH,8 景荔徑,"盈暉臺3座,景荔徑","NOB HILL(BLOCK 3),KING LAI PATH","NOB HILL(Block 3),KING LAI PATH|盈暉臺3座,景荔徑",KING LAI PATHNOB HILLblankblank|Phaseblank|Block3|8|Hconsid7.2,8,很低,低層,西南,四正,基本,單位實用四正 交通方便 配套完善
27395,19071702260017,ASP,2019-06-08,RES,blank,2002/06,7.2,635,463,11339,15551,blank,BW:34 SF (GE/NE) / PF:8 SF (GE/NE) / ,5582972,19071702260017,F,8.0,2,blank,blank,blank,NOB HILL,盈暉臺,KING LAI PATH,景荔徑,8,blank,NKC,KCTL474,NOB HILL||Phase |Block 2,景荔徑NOB HILL|Phase|Block2,景荔徑NOB HILL|Phase|Block2|8|F,葵涌,2002,18,blankblank,8 KING LAI PATH|景荔徑,8 KING LAI PATH,8 景荔徑,"盈暉臺2座,景荔徑","NOB HILL(BLOCK 2),KING LAI PATH","NOB HILL(Block 2),KING LAI PATH|盈暉臺2座,景荔徑",KING LAI PATHNOB HILLblankblank|Phaseblank|Block2|8|Fconsid7.2,8,很低,低層,東,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27444,19080702020020,ASP,2019-07-31,RES,blank,2001/08,7.25,797,595,9097,12185,blank,BW:6 SF (GI/NE) / ,5593837,19080702020020,3,28.0,A,blank,blank,blank,LAI YAN COURT,荔欣苑,LAI KING HILL RD,荔景山路,278,blank,NKC,KCTL445RP,LAI YAN COURT||Phase |Block A,荔景山路LAI YAN COURT|Phase|BlockA,荔景山路LAI YAN COURT|Phase|BlockA|28|3,葵涌,2001,19,blankblank,278 LAI KING HILL RD|荔景山路,278 LAI KING HILL RD,278 荔景山路,"荔欣苑A座,荔景山路","LAI YAN COURT(BLOCK A),LAI KING HILL RD","LAI YAN COURT(Block A),LAI KING HILL RD|荔欣苑A座,荔景山路",LAI KING HILL RDLAI YAN COURTblankblank|Phaseblank|BlockA|28|3consid7.25,28,很低,低層,東,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27929,20041500450024,ASP,2020-03-27,RES,blank,1998/12,7.25,776,630,9343,11508,blank,BW:21 SF (GI/NE) / ,5695882,20041500450024,G,28.0,1,blank,blank,blank,HIGHLAND PARK,浩景臺,LAI KONG ST,荔崗街,11,blank,NKC,KCTL458,HIGHLAND PARK||Phase |Block 1,荔崗街HIGHLAND PARK|Phase|Block1,荔崗街HIGHLAND PARK|Phase|Block1|28|G,葵涌,1998,22,blankblank,11 LAI KONG ST|荔崗街,11 LAI KONG ST,11 荔崗街,"浩景臺1座,荔崗街","HIGHLAND PARK(BLOCK 1),LAI KONG ST","HIGHLAND PARK(Block 1),LAI KONG ST|浩景臺1座,荔崗街",LAI KONG STHIGHLAND PARKblankblank|Phaseblank|Block1|28|Gconsid7.25,28,很低,高層,西,沒資料,基本,業主減價 上車筍盤 歡迎約睇
28092,20060502030079,ASP,2020-05-15,RES,blank,1986/05,7.26,733,545,9904,13321,blank,BW:36 SF (GI/NE) / ,5718603,20060502030079,B,9.0,4,blank,blank,blank,WONDERLAND VILLAS,華景山莊,WAH KING HILL RD,華景山路,9,blank,NKC,KCTL369RP,WONDERLAND VILLAS||Phase |Block 4,華景山路WONDERLAND VILLAS|Phase|Block4,華景山路WONDERLAND VILLAS|Phase|Block4|9|B,葵涌,1986,34,blankblank,9 WAH KING HILL RD|華景山路,9 WAH KING HILL RD,9 華景山路,"華景山莊4座,華景山路","WONDERLAND VILLAS(BLOCK 4),WAH KING HILL RD","WONDERLAND VILLAS(Block 4),WAH KING HILL RD|華景山莊4座,華景山路",WAH KING HILL RDWONDERLAND VILLASblankblank|Phaseblank|Block4|9|Bconsid7.26,9,低,高層,東南,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
28310,20072000560139,ASP,2020-07-10,RES,blank,1974/10,7.2874,0,415,0,17560,blank,blank,5741518,20072000560139,C,16.0,blank,blank,WEALTHY GDN,葵芳匯,blank,blank,HING FONG RD,興芳路,204,blank,NKC,KCTL178,|WEALTHY GDN葵芳匯|Phase |Block ,興芳路WEALTHY GDN葵芳匯|Phase|Block,興芳路WEALTHY GDN葵芳匯|Phase|Block|16|C,葵涌,1974,46,WEALTHY GDN葵芳匯,204 HING FONG RD|興芳路,204 HING FONG RD,204 興芳路,"葵芳匯,興芳路","WEALTHY GDN,HING FONG RD","WEALTHY GDN,HING FONG RD|葵芳匯,興芳路",HING FONG RDblankWEALTHY GDN葵芳匯|Phaseblank|Blockblank|16|Cconsid7.2874,16,中,中層,東,沒資料,基本,業主減價 上車筍盤 歡迎約睇
28324,20072401020050,ASP,2020-07-03,RES,blank,1974/10,7.2874,0,415,0,17560,blank,blank,5744897,20072401020050,C,18.0,blank,blank,WEALTHY GDN,葵芳匯,blank,blank,HING FONG RD,興芳路,204,blank,NKC,KCTL178,|WEALTHY GDN葵芳匯|Phase |Block ,興芳路WEALTHY GDN葵芳匯|Phase|Block,興芳路WEALTHY GDN葵芳匯|Phase|Block|18|C,葵涌,1974,46,WEALTHY GDN葵芳匯,204 HING FONG RD|興芳路,204 HING FONG RD,204 興芳路,"葵芳匯,興芳路","WEALTHY GDN,HING FONG RD","WEALTHY GDN,HING FONG RD|葵芳匯,興芳路",HING FONG RDblankWEALTHY GDN葵芳匯|Phaseblank|Blockblank|18|Cconsid7.2874,18,中,高層,北,沒資料,有,業主減價 上車筍盤 歡迎約睇
27117,19041201760018,ASP,2019-03-14,RES,blank,1987/08,7.3,741,642,9852,11371,blank,BW:13 SF (GI/NE) / ,5525295,19041201760018,A,17.0,19,blank,blank,blank,WONDERLAND VILLAS,華景山莊,WAH KING HILL RD,華景山路,9,blank,NKC,KCTL369RP,WONDERLAND VILLAS||Phase |Block 19,華景山路WONDERLAND VILLAS|Phase|Block19,華景山路WONDERLAND VILLAS|Phase|Block19|17|A,葵涌,1987,33,blankblank,9 WAH KING HILL RD|華景山路,9 WAH KING HILL RD,9 華景山路,"華景山莊19座,華景山路","WONDERLAND VILLAS(BLOCK 19),WAH KING HILL RD","WONDERLAND VILLAS(Block 19),WAH KING HILL RD|華景山莊19座,華景山路",WAH KING HILL RDWONDERLAND VILLASblankblank|Phaseblank|Block19|17|Aconsid7.3,17,低,低層,西,四正,有,單位實用四正 交通方便 配套完善
28006,20051500250016,ASP,2020-05-08,RES,blank,1993/01,7.3,700,505,10429,14455,blank,BW:41 SF (GU/NU) / ,5706961,20051500250016,H,21.0,blank,blank,WAH FUNG GDN,華豐園,blank,blank,LAI KING HILL RD,荔景山路,274,blank,NKC,KCTL433,|WAH FUNG GDN華豐園|Phase |Block ,荔景山路WAH FUNG GDN華豐園|Phase|Block,荔景山路WAH FUNG GDN華豐園|Phase|Block|21|H,葵涌,1993,27,WAH FUNG GDN華豐園,274 LAI KING HILL RD|荔景山路,274 LAI KING HILL RD,274 荔景山路,"華豐園,荔景山路","WAH FUNG GDN,LAI KING HILL RD","WAH FUNG GDN,LAI KING HILL RD|華豐園,荔景山路",LAI KING HILL RDblankWAH FUNG GDN華豐園|Phaseblank|Blockblank|21|Hconsid7.3,21,低,高層,東,呂字型,良好,單位實用四正 交通方便 配套完善
